Probe.Set.ID	UniGene.ID	Gene.Title	Gene.Symbol	RefSeq.Transcript.ID
200711_s_at	Hs.171626	S-phase kinase-associated protein 1A (p19A)	SKP1A	NM_006930 /// NM_170679 
200712_s_at	Hs.472437	microtubule-associated protein, RP/EB family, member 1	MAPRE1	NM_012325 
200713_s_at	Hs.472437	microtubule-associated protein, RP/EB family, member 1	MAPRE1	NM_012325 
200714_x_at	Hs.527861	amplified in osteosarcoma	OS9	NM_001017956 /// NM_001017957 /// NM_001017958 /// NM_006812 
200715_x_at	Hs.546356	ribosomal protein L13a	RPL13A	NM_012423 
200716_x_at	Hs.546356	ribosomal protein L13a	RPL13A	NM_012423 
200717_x_at	Hs.421257	ribosomal protein L7	RPL7	NM_000971 
200718_s_at	Hs.171626	S-phase kinase-associated protein 1A (p19A)	SKP1A	NM_006930 /// NM_170679 
200719_at	Hs.171626	S-phase kinase-associated protein 1A (p19A)	SKP1A	NM_006930 /// NM_170679 
200720_s_at	Hs.153961	ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)	ACTR1A	NM_005736 
200721_s_at	Hs.153961	ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)	ACTR1A	NM_005736 
200722_s_at	Hs.471818	membrane component, chromosome 11, surface marker 1	M11S1	NM_005898 /// NM_203364 
200723_s_at	Hs.471818	membrane component, chromosome 11, surface marker 1	M11S1	NM_005898 /// NM_203364 
200724_at	Hs.401929	ribosomal protein L10	RPL10	NM_006013 
200725_x_at	Hs.401929	ribosomal protein L10	RPL10	NM_006013 
200726_at	Hs.79081	protein phosphatase 1, catalytic subunit, gamma isoform	PPP1CC	NM_002710 
200727_s_at	Hs.393201	ARP2 actin-related protein 2 homolog (yeast)	ACTR2	NM_001005386 /// NM_005722 
200728_at	Hs.393201	ARP2 actin-related protein 2 homolog (yeast)	ACTR2	NM_001005386 /// NM_005722 
200729_s_at	Hs.393201	ARP2 actin-related protein 2 homolog (yeast)	ACTR2	NM_001005386 /// NM_005722 
200730_s_at	Hs.227777	protein tyrosine phosphatase type IVA, member 1	PTP4A1	NM_003463 
200731_s_at	Hs.227777	protein tyrosine phosphatase type IVA, member 1	PTP4A1	NM_003463 
200732_s_at	Hs.227777	protein tyrosine phosphatase type IVA, member 1	PTP4A1	NM_003463 
200733_s_at	Hs.227777	protein tyrosine phosphatase type IVA, member 1	PTP4A1	NM_003463 
200734_s_at	Hs.119177	ADP-ribosylation factor 3	ARF3	NM_001659 
200735_x_at	Hs.505735	nascent-polypeptide-associated complex alpha polypeptide	NACA	NM_005594 
200736_s_at	Hs.76686	glutathione peroxidase 1	GPX1	NM_000581 /// NM_201397 
200737_at	Hs.78771	phosphoglycerate kinase 1	PGK1	NM_000291 
200738_s_at	Hs.78771	phosphoglycerate kinase 1	PGK1	NM_000291 
200739_s_at	Hs.474005	SMT3 suppressor of mif two 3 homolog 3 (yeast)	SUMO3	NM_006936 
200740_s_at	Hs.474005	SMT3 suppressor of mif two 3 homolog 3 (yeast)	SUMO3	NM_006936 
200741_s_at	Hs.558392	ribosomal protein S27 (metallopanstimulin 1)	RPS27	NM_001030 
200742_s_at	Hs.523454	tripeptidyl peptidase I	TPP1	NM_000391 
200743_s_at	Hs.523454	tripeptidyl peptidase I	TPP1	NM_000391 
200744_s_at	Hs.430425	guanine nucleotide binding protein (G protein), beta polypeptide 1	GNB1	NM_002074 
200745_s_at	Hs.430425	guanine nucleotide binding protein (G protein), beta polypeptide 1	GNB1	NM_002074 
200746_s_at	Hs.430425	guanine nucleotide binding protein (G protein), beta polypeptide 1	GNB1	NM_002074 
200747_s_at	Hs.558362	nuclear mitotic apparatus protein 1	NUMA1	NM_006185 
200748_s_at	Hs.558804	ferritin, heavy polypeptide 1	FTH1	NM_002032 
200749_at	Hs.534744	RAN, member RAS oncogene family /// similar to Ras-related nuclear protein	RAN /// LOC391717	NM_006325 /// XM_496725 
200750_s_at	Hs.10842	RAN, member RAS oncogene family	RAN	NM_006325 
200751_s_at	Hs.508848	heterogeneous nuclear ribonucleoprotein C (C1/C2)	HNRPC	NM_004500 /// NM_031314 
200752_s_at	Hs.502842	calpain 1, (mu/I) large subunit	CAPN1	NM_005186 
200753_x_at	Hs.73965	splicing factor, arginine/serine-rich 2	SFRS2	NM_003016 
200754_x_at	Hs.73965	splicing factor, arginine/serine-rich 2	SFRS2	NM_003016 
200755_s_at	Hs.7753	calumenin	CALU	NM_001219 
200756_x_at	Hs.7753	calumenin	CALU	NM_001219 
200757_s_at	Hs.7753	calumenin	CALU	NM_001219 
200758_s_at	Hs.514284	nuclear factor (erythroid-derived 2)-like 1	NFE2L1	NM_003204 
200759_x_at	Hs.514284	nuclear factor (erythroid-derived 2)-like 1	NFE2L1	NM_003204 
200760_s_at	Hs.518060	ADP-ribosylation-like factor 6 interacting protein 5	ARL6IP5	NM_006407 
200761_s_at	Hs.518060	ADP-ribosylation-like factor 6 interacting protein 5	ARL6IP5	NM_006407 
200762_at	Hs.173381	dihydropyrimidinase-like 2	DPYSL2	NM_001386 
200763_s_at	Hs.356502	ribosomal protein, large, P1	RPLP1	NM_001003 /// NM_213725 
200764_s_at	Hs.445981	catenin (cadherin-associated protein), alpha 1, 102kDa	CTNNA1	NM_001903 
200765_x_at	Hs.445981	catenin (cadherin-associated protein), alpha 1, 102kDa	CTNNA1	NM_001903 
200766_at	Hs.546248	cathepsin D (lysosomal aspartyl peptidase)	CTSD	NM_001909 
200767_s_at	Hs.372003	chromosome 9 open reading frame 10	C9orf10	NM_014612 
200768_s_at	Hs.516157	methionine adenosyltransferase II, alpha	MAT2A	NM_005911 
200769_s_at	Hs.516157	methionine adenosyltransferase II, alpha	MAT2A	NM_005911 
200770_s_at	Hs.497039	laminin, gamma 1 (formerly LAMB2)	LAMC1	NM_002293 
200771_at	Hs.497039	laminin, gamma 1 (formerly LAMB2)	LAMC1	NM_002293 
200772_x_at	Hs.459927	prothymosin, alpha (gene sequence 28)	PTMA	NM_002823 
200773_x_at	Hs.459925	prothymosin, alpha (gene sequence 28) /// similar to prothymosin alpha /// hypothetical gene supported by BC013859 /// hypothetical gene supported by BC013859; BC070480	PTMA /// LOC440085 /// LOC441454 /// LOC441456	NM_002823 /// XM_495911 /// XM_499153 /// XM_499154 
200774_at	Hs.372003	chromosome 9 open reading frame 10	C9orf10	NM_014612 
200775_s_at	Hs.522257	heterogeneous nuclear ribonucleoprotein K	HNRPK	NM_002140 /// NM_031262 /// NM_031263 
200776_s_at	Hs.529231	basic leucine zipper and W2 domains 1 /// similar to basic leucine zipper and W2 domains 1	BZW1 /// LOC151579	NM_014670 /// XM_045290 
200777_s_at	Hs.355983	basic leucine zipper and W2 domains 1	BZW1	NM_014670 
200778_s_at	Hs.335057	septin 2	2006-09-02	NM_001008491 /// NM_001008492 /// NM_004404 /// NM_006155 
200779_at	Hs.496487	activating transcription factor 4 (tax-responsive enhancer element B67)	ATF4	NM_001675 /// NM_182810 
200780_x_at	Hs.125898	GNAS complex locus	GNAS	NM_000516 /// NM_016592 /// NM_080425 /// NM_080426 
200781_s_at	Hs.187635	ribosomal protein S15a	RPS15A	NM_001019 /// NM_001030009 
200782_at	Hs.480653	annexin A5	ANXA5	NM_001154 
200783_s_at	Hs.209983	stathmin 1/oncoprotein 18	STMN1	NM_005563 /// NM_203399 /// NM_203401 
200784_s_at	Hs.162757	low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor)	LRP1	NM_002332 
200785_s_at	Hs.162757	low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor)	LRP1	NM_002332 
200786_at	Hs.213470	proteasome (prosome, macropain) subunit, beta type, 7	PSMB7	NM_002799 
200787_s_at	Hs.517216	phosphoprotein enriched in astrocytes 15	PEA15	NM_003768 
200788_s_at	Hs.517216	phosphoprotein enriched in astrocytes 15	PEA15	NM_003768 
200789_at	Hs.196176	enoyl Coenzyme A hydratase 1, peroxisomal	ECH1	NM_001398 
200790_at	Hs.467701	ornithine decarboxylase 1	ODC1	NM_002539 
200791_s_at	Hs.430551	IQ motif containing GTPase activating protein 1	IQGAP1	NM_003870 
200792_at	Hs.292493	X-ray repair complementing defective repair in Chinese hamster cells 6 (Ku autoantigen, 70kDa)	XRCC6	NM_001469 
200793_s_at	Hs.474982	aconitase 2, mitochondrial	ACO2	NM_001098 
200794_x_at	Hs.369761	DAZ associated protein 2	DAZAP2	NM_014764 
200795_at	Hs.62886	SPARC-like 1 (mast9, hevin)	SPARCL1	NM_004684 
200796_s_at	Hs.532826	myeloid cell leukemia sequence 1 (BCL2-related)	MCL1	NM_021960 /// NM_182763 
200797_s_at	Hs.532826	myeloid cell leukemia sequence 1 (BCL2-related)	MCL1	NM_021960 /// NM_182763 
200798_x_at	Hs.532826	myeloid cell leukemia sequence 1 (BCL2-related)	MCL1	NM_021960 /// NM_182763 
200799_at	Hs.520028	heat shock 70kDa protein 1A	HSPA1A	NM_005345 
200800_s_at	Hs.520028	heat shock 70kDa protein 1A /// heat shock 70kDa protein 1B	HSPA1A /// HSPA1B	NM_005345 /// NM_005346 
200801_x_at	Hs.520640	actin, beta	ACTB	NM_001101 
200802_at	Hs.531176	seryl-tRNA synthetase	SARS	NM_006513 
200803_s_at	Hs.35052	testis enhanced gene transcript (BAX inhibitor 1)	TEGT	NM_003217 
200804_at	Hs.35052	testis enhanced gene transcript (BAX inhibitor 1)	TEGT	NM_003217 
200805_at	Hs.75864	lectin, mannose-binding 2	LMAN2	NM_006816 
200806_s_at	Hs.559437	heat shock 60kDa protein 1 (chaperonin)	HSPD1	NM_002156 /// NM_199440 
200807_s_at	Hs.559437	heat shock 60kDa protein 1 (chaperonin)	HSPD1	NM_002156 /// NM_199440 
200808_s_at	Hs.490415	zyxin	ZYX	NM_001010972 /// NM_003461 
200809_x_at	Hs.408054	ribosomal protein L12	RPL12	NM_000976 
200810_s_at	Hs.501309	cold inducible RNA binding protein	CIRBP	NM_001280 
200811_at	Hs.501309	cold inducible RNA binding protein	CIRBP	NM_001280 
200812_at	Hs.368149	chaperonin containing TCP1, subunit 7 (eta)	CCT7	NM_001009570 /// NM_006429 
200813_s_at	Hs.77318	platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa	PAFAH1B1	NM_000430 
200814_at	Hs.75348	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	PSME1	NM_006263 /// NM_176783 
200815_s_at	Hs.77318	platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa	PAFAH1B1	NM_000430 
200816_s_at	Hs.77318	platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa	PAFAH1B1	NM_000430 
200817_x_at	Hs.406620	ribosomal protein S10	RPS10	NM_001014 
200818_at	Hs.409140	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (oligomycin sensitivity conferring protein)	ATP5O	NM_001697 
200819_s_at	Hs.406683	ribosomal protein S15	RPS15	NM_001018 
200820_at	Hs.78466	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8	PSMD8	NM_002812 
200821_at	Hs.496684	lysosomal-associated membrane protein 2	LAMP2	NM_002294 /// NM_013995 
200822_x_at	Hs.524219	triosephosphate isomerase 1	TPI1	NM_000365 
200823_x_at	Hs.425125	ribosomal protein L29	RPL29	NM_000992 
200824_at	Hs.523836	glutathione S-transferase pi	GSTP1	NM_000852 
200825_s_at	Hs.277704	hypoxia up-regulated 1	HYOU1	NM_006389 
200826_at	Hs.515472	small nuclear ribonucleoprotein D2 polypeptide 16.5kDa	SNRPD2	NM_004597 /// NM_177542 
200827_at	Hs.75093	procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1	PLOD1	NM_000302 
200828_s_at	Hs.500775	zinc finger protein 207	ZNF207	NM_001032293 /// NM_003457 
200829_x_at	Hs.500775	zinc finger protein 207	ZNF207	NM_001032293 /// NM_003457 
200830_at	Hs.518464	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	PSMD2	NM_002808 
200831_s_at	Hs.558396	stearoyl-CoA desaturase (delta-9-desaturase)	SCD	NM_005063 
200832_s_at	Hs.558396	stearoyl-CoA desaturase (delta-9-desaturase)	SCD	NM_005063 
200833_s_at	Hs.369920	RAP1B, member of RAS oncogene family	RAP1B	NM_001010942 /// NM_015646 
200834_s_at	Hs.190968	ribosomal protein S21	RPS21	NM_001024 
200835_s_at	Hs.517949	microtubule-associated protein 4	MAP4	NM_002375 /// NM_030884 /// NM_030885 
200836_s_at	Hs.517949	microtubule-associated protein 4	MAP4	NM_002375 /// NM_030884 /// NM_030885 
200837_at	Hs.522817	B-cell receptor-associated protein 31	BCAP31	NM_005745 
200838_at	Hs.520898	cathepsin B	CTSB	NM_001908 /// NM_147780 /// NM_147781 /// NM_147782 /// NM_147783 
200839_s_at	Hs.520898	cathepsin B	CTSB	NM_001908 /// NM_147780 /// NM_147781 /// NM_147782 /// NM_147783 
200840_at	Hs.3100	lysyl-tRNA synthetase	KARS	NM_005548 
200841_s_at	Hs.497788	glutamyl-prolyl-tRNA synthetase	EPRS	NM_004446 
200842_s_at	Hs.497788	glutamyl-prolyl-tRNA synthetase	EPRS	NM_004446 
200843_s_at	Hs.497788	glutamyl-prolyl-tRNA synthetase	EPRS	NM_004446 
200844_s_at	Hs.120	peroxiredoxin 6	PRDX6	NM_004905 
200845_s_at	Hs.120	peroxiredoxin 6	PRDX6	NM_004905 
200846_s_at	Hs.183994	protein phosphatase 1, catalytic subunit, alpha isoform	PPP1CA	NM_001008709 /// NM_002708 /// NM_206873 
200847_s_at	Hs.521487	transmembrane protein 66	TMEM66	NM_016127 
200848_at	Hs.485365	S-adenosylhomocysteine hydrolase-like 1	AHCYL1	NM_006621 
200849_s_at	Hs.485365	S-adenosylhomocysteine hydrolase-like 1	AHCYL1	NM_006621 
200850_s_at	Hs.485365	S-adenosylhomocysteine hydrolase-like 1	AHCYL1	NM_006621 
200851_s_at	Hs.232194	KIAA0174	KIAA0174	NM_014761 
200852_x_at	Hs.185172	guanine nucleotide binding protein (G protein), beta polypeptide 2	GNB2	NM_005273 
200853_at	Hs.119192	H2A histone family, member Z	H2AFZ	NM_002106 
200854_at	Hs.462323	nuclear receptor co-repressor 1	NCOR1	NM_006311 
200855_at	Hs.566730	nuclear receptor co-repressor 1	NCOR1	NM_006311 
200856_x_at	Hs.566730	nuclear receptor co-repressor 1	NCOR1	NM_006311 
200857_s_at	Hs.462323	nuclear receptor co-repressor 1	NCOR1	NM_006311 
200858_s_at	Hs.558389	ribosomal protein S8	RPS8	NM_001012 
200859_x_at	Hs.195464	filamin A, alpha (actin binding protein 280)	FLNA	NM_001456 
200860_s_at	Hs.460923	CCR4-NOT transcription complex, subunit 1	CNOT1	NM_016284 /// NM_206999 
200861_at	Hs.460923	CCR4-NOT transcription complex, subunit 1	CNOT1	NM_016284 /// NM_206999 
200862_at	Hs.498727	24-dehydrocholesterol reductase	DHCR24	NM_014762 
200863_s_at	Hs.321541	RAB11A, member RAS oncogene family	RAB11A	NM_004663 
200864_s_at	Hs.321541	RAB11A, member RAS oncogene family	RAB11A	NM_004663 
200865_at	Hs.516023	eukaryotic translation initiation factor 3, subunit 5 epsilon, 47kDa /// similar to eukaryotic translation initiation factor 3, subunit 5 epsilon, 47kDa; eukaryotic translation initiation factor 3, subunit 5 (epsilon, 47kD); eIF3-epsilon	EIF3S5 /// LOC339799	NM_003754 /// XM_290345 
200866_s_at	Hs.523004	prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy)	PSAP	NM_002778 
200867_at	Hs.144949	zinc finger protein 313	ZNF313	NM_018683 
200868_s_at	Hs.144949	zinc finger protein 313	ZNF313	NM_018683 
200869_at	Hs.558383	ribosomal protein L18a /// similar to ribosomal protein L18a; 60S ribosomal protein L18a	RPL18A /// LOC390354	NM_000980 /// NR_001593 
200870_at	Hs.504895	serine/threonine kinase receptor associated protein	STRAP	NM_007178 
200871_s_at	Hs.523004	prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy)	PSAP	NM_002778 
200872_at	Hs.143873	S100 calcium binding protein A10 (annexin II ligand, calpactin I, light polypeptide (p11))	S100A10	NM_002966 
200873_s_at	Hs.125113	chaperonin containing TCP1, subunit 8 (theta)	CCT8	NM_006585 
200874_s_at	Hs.376064	nucleolar protein 5A (56kDa with KKE/D repeat)	NOL5A	NM_006392 
200875_s_at	Hs.376064	nucleolar protein 5A (56kDa with KKE/D repeat)	NOL5A	NM_006392 
200876_s_at	Hs.352768	proteasome (prosome, macropain) subunit, beta type, 1	PSMB1	NM_002793 
200877_at	Hs.421509	chaperonin containing TCP1, subunit 4 (delta)	CCT4	NM_006430 
200878_at	Hs.468410	endothelial PAS domain protein 1	EPAS1	NM_001430 
200879_s_at	Hs.468410	endothelial PAS domain protein 1	EPAS1	NM_001430 
200880_at	Hs.445203	DnaJ (Hsp40) homolog, subfamily A, member 1	DNAJA1	NM_001539 
200881_s_at	Hs.445203	DnaJ (Hsp40) homolog, subfamily A, member 1	DNAJA1	NM_001539 
200882_s_at	Hs.505059	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	PSMD4	NM_002810 /// NM_153822 
200883_at	Hs.528803	ubiquinol-cytochrome c reductase core protein II	UQCRC2	NM_003366 
200884_at	Hs.173724	creatine kinase, brain	CKB	NM_001823 
200885_at	Hs.502659	ras homolog gene family, member C	RHOC	NM_175744 
200886_s_at	Hs.447492	phosphoglycerate mutase 1 (brain)	PGAM1	NM_002629 
200887_s_at	Hs.470943	signal transducer and activator of transcription 1, 91kDa	STAT1	NM_007315 /// NM_139266 
200888_s_at	Hs.406300	ribosomal protein L23	RPL23	NM_000978 
200889_s_at	Hs.114033	signal sequence receptor, alpha (translocon-associated protein alpha)	SSR1	NM_003144 
200890_s_at	Hs.114033	signal sequence receptor, alpha (translocon-associated protein alpha)	SSR1	NM_003144 
200891_s_at	Hs.114033	signal sequence receptor, alpha (translocon-associated protein alpha)	SSR1	NM_003144 
200892_s_at	Hs.533122	splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila)	SFRS10	NM_004593 
200893_at	Hs.533122	splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila)	SFRS10	NM_004593 
200894_s_at	Hs.524183	FK506 binding protein 4, 59kDa	FKBP4	NM_002014 
200895_s_at	Hs.524183	FK506 binding protein 4, 59kDa	FKBP4	NM_002014 
200896_x_at	Hs.506748	hepatoma-derived growth factor (high-mobility group protein 1-like)	HDGF	NM_004494 
200897_s_at	Hs.151220	palladin	KIAA0992	NM_016081 
200898_s_at	Hs.500842	meningioma expressed antigen 5 (hyaluronidase)	MGEA5	NM_012215 
200899_s_at	Hs.500842	meningioma expressed antigen 5 (hyaluronidase)	MGEA5	NM_012215 
200900_s_at	Hs.134084	mannose-6-phosphate receptor (cation dependent)	M6PR	NM_002355 
200901_s_at	Hs.134084	mannose-6-phosphate receptor (cation dependent)	M6PR	NM_002355 
200902_at	Hs.362728	15 kDa selenoprotein	2006-09-15	NM_004261 /// NM_203341 
200903_s_at	Hs.388004	S-adenosylhomocysteine hydrolase	AHCY	NM_000687 
200904_at	Hs.381008	major histocompatibility complex, class I, E	HLA-E	NM_005516 
200905_x_at	Hs.381008	major histocompatibility complex, class I, E	HLA-E	NM_005516 
200906_s_at	Hs.151220	palladin	KIAA0992	NM_016081 
200907_s_at	Hs.151220	palladin	KIAA0992	NM_016081 
200908_s_at	Hs.437594	ribosomal protein, large, P2	RPLP2	NM_001004 
200909_s_at	Hs.437594	ribosomal protein, large, P2	RPLP2	NM_001004 
200910_at	Hs.491494	chaperonin containing TCP1, subunit 3 (gamma)	CCT3	NM_001008800 /// NM_001008883 /// NM_005998 
200911_s_at	Hs.279245	transforming, acidic coiled-coil containing protein 1	TACC1	NM_006283 
200912_s_at	Hs.478553	eukaryotic translation initiation factor 4A, isoform 2	EIF4A2	NM_001967 
200913_at	Hs.17883	protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform	PPM1G	NM_002707 /// NM_177983 
200914_x_at	Hs.509414	kinectin 1 (kinesin receptor)	KTN1	NM_182926 
200915_x_at	Hs.509414	kinectin 1 (kinesin receptor) /// protein disulfide isomerase family A, member 6	KTN1 /// PDIA6	NM_005742 /// NM_182926 
200916_at	Hs.517168	transgelin 2	TAGLN2	NM_003564 
200917_s_at	Hs.368376	signal recognition particle receptor ('docking protein')	SRPR	NM_003139 
200918_s_at	Hs.368376	signal recognition particle receptor ('docking protein')	SRPR	NM_003139 
200919_at	Hs.524271	polyhomeotic-like 2 (Drosophila)	PHC2	NM_004427 /// NM_198040 
200920_s_at	Hs.255935	B-cell translocation gene 1, anti-proliferative	BTG1	NM_001731 
200921_s_at	Hs.255935	B-cell translocation gene 1, anti-proliferative	BTG1	NM_001731 
200922_at	Hs.515515	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1	KDELR1	NM_006801 
200923_at	Hs.514535	lectin, galactoside-binding, soluble, 3 binding protein	LGALS3BP	NM_005567 
200924_s_at	Hs.502769	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2	SLC3A2	NM_001012661 /// NM_001012662 /// NM_001012663 /// NM_001012664 /// NM_001013251 /// NM_002394 
200925_at	Hs.558313	cytochrome c oxidase subunit VIa polypeptide 1	COX6A1	NM_004373 
200926_at	Hs.527193	ribosomal protein S23	RPS23	NM_001025 
200927_s_at	Hs.371563	RAB14, member RAS oncogene family	RAB14	NM_016322 
200928_s_at	Hs.371563	RAB14, member RAS oncogene family	RAB14	NM_016322 
200929_at	Hs.74137	transmembrane emp24-like trafficking protein 10 (yeast)	TMED10	NM_006827 
200930_s_at	Hs.500101	vinculin	VCL	NM_003373 /// NM_014000 
200931_s_at	Hs.500101	vinculin	VCL	NM_003373 /// NM_014000 
200932_s_at	Hs.289123	dynactin 2 (p50)	DCTN2	NM_006400 
200933_x_at	Hs.446628	ribosomal protein S4, X-linked	RPS4X	NM_001007 
200934_at	Hs.484813	DEK oncogene (DNA binding)	DEK	NM_003472 
